Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Brand,isFIFA,isSuperMario,isGTA,isPokemon,isCOD,isNFS,FIFASales,MarioSales,GTASales,PokeSales,CODSales,NFSSales,NA_Mil_Sales,EU_Mil_Sales,JP_Mil_Sales,Other_Mil_Sales,Global_Mil_Sales,Genre_Filtered,NOT_NA_MIL
7011,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,50000,8198,10000,230000,Action,50000
7012,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,20000,9827,20000,230000,Other,30000
7013,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,3829,1705,20000,230000,Other,10000
7014,Worms: Battle Islands,Wii,2010,Strategy,THQ,0.11,0.1,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,100000,3923,20000,230000,Other,120000
7015,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,1483,30000,230000,Sports,120000
7016,Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,290,2921,230000,2016,230000,Other,229710
7017,Imagine: Detective,DS,2009,Simulation,Ubisoft,0.16,0.01,0,0.06,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,10000,3849,60000,230000,Other,70000
7018,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,3400,10000,230000,Action,60000
7019,Hannah Montana: The Movie,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,60000,4259,30000,230000,Other,90000
7020,NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,7399,30000,230000,Sports,120000
7021,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.16,0.05,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,50000,6370,20000,230000,Action,70000
7022,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,2936,20000,230000,Other,100000
7023,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1978,4836,230000,6977,230000,Other,228022
7024,Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6233,7532,230000,3886,230000,Role-Playing,223767
7025,Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,50000,1288,10000,230000,Platfrom,50000
7026,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,7231,969,20000,230000,Sports,20000
7027,LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,110000,2246,20000,230000,Action,130000
7028,Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,20000,26,20000,230000,Other,40000
7029,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,10000,3471,20000,230000,Action,20000
7030,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,20000,5129,20000,230000,Other,40000
7031,What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,10000,9806,20000,230000,Other,30000
7032,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,6123,20000,230000,Shooter,100000
7033,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,7408,20000,230000,Sports,100000
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,4282,4642,20000,230000,Sports,20000
7035,Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,60000,5148,366,230000,Other,60000
7036,FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.16,0,0.07,0.23,10s,FIFA,1,0,0,0,0,0,0.23,0,0,0,0,0,275,160000,9953,70000,230000,Sports,229725
7038,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0,0.02,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,8724,20000,230000,Other,100000
7039,Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0,0.12,0.09,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9296,120000,90000,20000,230000,Other,220704
7040,Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment,0,0.03,0.18,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2842,30000,180000,10000,230000,Other,227158
7041,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,60000,20000,20000,230000,Action,100000
7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,80000,4934,20000,230000,Other,100000
7043,I Love Horses,DS,2008,Simulation,GSP,0.21,0,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,6849,4551,10000,230000,Other,20000
7044,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,60000,2085,7511,230000,Sports,60000
7045,Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,0.15,0.06,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,60000,8806,20000,230000,Other,80000
7046,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,50000,8519,30000,230000,Racing,80000
7047,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,452,9299,230000,2381,230000,Other,229548
7048,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,2097,20000,230000,Action,100000
7049,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,6836,2677,20000,230000,Role-Playing,20000
7050,Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,80000,130000,4501,20000,230000,Racing,150000
7051,Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,1064,30000,230000,Sports,120000
7052,Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0,0.22,0,0.01,0.23,10s,Call of Duty,0,0,0,0,1,0,0,0,0,0,0.23,0,1252,220000,3192,10000,230000,Shooter,228748
7053,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,5830,10000,230000,Action,60000
7054,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,70000,5385,30000,230000,Action,100000
7055,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,80000,120000,2298,30000,230000,Action,150000
7056,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,9723,30000,230000,Sports,120000
7057,Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,3896,1786,20000,230000,Sports,20000
7058,Mega Man & Bass,GBA,2002,Platform,Capcom,0.16,0.06,0,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,7342,9371,230000,Platfrom,70000
7059,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,40000,5875,40000,230000,Sports,80000
7060,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,20000,1615,20000,230000,Other,40000
7061,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.04,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4311,190000,3397,40000,230000,Role-Playing,225689
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0,0,0.23,0,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8221,2298,230000,434,230000,Action,221779
7063,Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,20000,4894,20000,230000,Action,30000
7064,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,10000,2617,20000,230000,Action,30000
7065,AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,687,9417,230000,3991,230000,Other,229313
7066,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,10000,3467,20000,230000,Sports,20000
7067,Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3642,255,230000,3810,230000,Other,226358
7068,Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6564,9777,230000,3819,230000,Sports,223436
7069,Musou Orochi Z,PS3,2009,Action,Tecmo Koei,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,774,918,230000,5776,230000,Action,229226
7070,World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,6685,30000,230000,Other,120000
7071,WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,60000,8522,20000,230000,Other,80000
7072,Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0,0.13,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,9362,130000,10000,230000,Action,140000
7073,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,4485,30000,230000,Action,120000
7074,Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,140000,2429,70000,230000,Sports,210000
7075,Wipeout 2,3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,220000,9722,7450,10000,230000,Other,10000
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5614,6632,230000,9168,230000,Other,224386
7077,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,114,10000,230000,Action,100000
7078,Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,2200,560,230000,Other,70000
7079,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,5478,2462,20000,230000,Other,20000
7080,Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3528,6853,230000,1165,230000,Other,226472
7081,Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9084,6443,230000,245,230000,Sports,220916
7082,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,10000,70000,10000,230000,Sports,90000
7083,The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,2472,30000,230000,Racing,120000
7084,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,949,8686,230000,Role-Playing,70000
7085,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,6248,8280,20000,230000,Other,20000
7086,Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5774,1445,230000,7829,230000,Role-Playing,224226
7087,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,3509,10000,230000,Shooter,60000
7088,Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7212,9025,230000,4222,230000,Other,222788
7089,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,3167,10000,230000,Shooter,60000
7090,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,80000,100000,30000,20000,230000,Sports,150000
7091,Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,6661,30000,230000,Other,120000
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,60000,50000,100000,20000,230000,Role-Playing,170000
7093,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,5384,10000,230000,Role-Playing,100000
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,Konami Digital Entertainment,0,0,0.23,0,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3321,5105,230000,3865,230000,Sports,226679
7095,Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,8835,30000,230000,Action,120000
7096,Super R-Type,SNES,1991,Shooter,Nintendo,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2131,6488,230000,4479,230000,Shooter,227869
7097,Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,9841,10000,230000,Action,100000
7098,Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0,0,0.21,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3503,3199,210000,10000,230000,Other,226497
7099,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,50000,3462,10000,230000,Sports,50000
7100,BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,5970,30000,230000,Shooter,120000
7101,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,2356,30000,230000,Sports,120000
7102,MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,30000,2808,20000,230000,Other,50000
7103,TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,30000,9408,20000,230000,Racing,50000
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,60000,40000,120000,10000,230000,Shooter,170000
7105,Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,7991,7031,20000,230000,Sports,20000
7106,Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,60000,40000,120000,10000,230000,Other,170000
7107,Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,8778,10000,230000,Other,60000
7108,Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,1707,120000,10000,230000,Role-Playing,140000
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,580,30000,230000,Role-Playing,120000
7110,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,10000,40000,20000,230000,Role-Playing,80000
7111,Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,10000,6580,20000,230000,Other,40000
7112,NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,2180,1048,20000,230000,Sports,20000
7113,Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0,0,0.01,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,2830,4940,10000,230000,Sports,20000
7114,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,6396,30000,230000,Sports,120000
7115,101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent,0.19,0.01,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,10000,8225,20000,230000,Other,40000
7116,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,5463,30000,230000,Other,120000
7117,Dinosaur King,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,2749,1844,20000,230000,Other,30000
7118,Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,2361,30000,230000,Other,120000
7119,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,100000,9289,40000,230000,Shooter,140000
7120,All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,70000,3539,20000,230000,Action,90000
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,9353,690,20000,230000,Other,20000
7122,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7645,6581,230000,4517,230000,Other,222355
7123,NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,2347,30000,230000,Sports,120000
7124,The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.21,0,0,0.01,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,8246,5565,10000,230000,Other,20000
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2026,1673,210000,10000,230000,Other,227974
7126,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,60000,50000,90000,30000,230000,Action,170000
7127,Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8107,6028,230000,3381,230000,Role-Playing,221893
7128,NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,3202,30000,230000,Sports,120000
7129,Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,90000,3598,10000,230000,Platfrom,100000
7130,Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,5665,30000,230000,Action,120000
7131,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,9463,2624,20000,230000,Sports,30000
7132,3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7015,6371,230000,6519,230000,Role-Playing,222985
7133,Cars 2,3DS,2011,Racing,Disney Interactive Studios,0.21,0,0,0.02,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,5404,920,20000,230000,Racing,20000
7134,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,1093,9001,20000,230000,Other,30000
7135,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.03,0.23,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,8310,30000,230000,Shooter,120000
7136,Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,1648,30000,220000,Action,110000
7137,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,10000,6129,20000,220000,Other,20000
7138,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,10000,6599,20000,220000,Role-Playing,20000
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1417,4897,220000,2116,220000,Action,218583
7140,TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,3340,8658,120000,220000,Other,120000
